"" "GSM647591_W01_06Y4D_HG_U133_Plus2.CEL"	"GSM647592_W02_06Y4C_HG_U133_Plus2.CEL"	"GSM647593_W03_06Y4B_HG_U133_Plus2.CEL"	"GSM647594_W04_06Y4A_HG_U133_Plus2.CEL"	"GSM647595_W05_06Y49_HG_U133_Plus2.CEL"	"GSM647596_W06_06Y48_HG_U133_Plus2.CEL"	"GSM647597_W07_06Y47_HG_U133_Plus2.CEL"	"GSM647598_W08_06Y46_HG_U133_Plus2.CEL"	"GSM647599_W09_06Y45_HG_U133_Plus2.CEL"	"GSM647600_W10_06Y44_HG_U133_Plus2.CEL"	"GSM647601_W11_06Y43_HG_U133_Plus2.CEL"	"GSM647602_W12_06Y42_HG_U133_Plus2.CEL"	"GSM647603_W13_06Y41_HG_U133_Plus2.CEL"	"GSM647604_W14_06Y40_HG_U133_Plus2.CEL"	"GSM647605_W16_06Y3Y_HG_U133_Plus2.CEL"	"GSM647606_W17_06Y4J_HG_U133_Plus2.CEL"	"GSM647607_W19_06Y55_HG_U133_Plus2.CEL"	"GSM647608_W_JUL22_12_06XZ8_HG_U133_Plus_2.CEL"	"GSM647609_W_JUL22_1_06XZK_HG_U133_Plus_2.CEL"	"GSM647610_W_JUL22_2_06XZJ_HG_U133_Plus_2.CEL"	"GSM647611_W_JUL22_3_06XZH_HG_U133_Plus_2.CEL"	"GSM647612_W_JUL22_4_06XZG_HG_U133_Plus_2.CEL"	"GSM647613_W_JUL22_5_06XZF_HG_U133_Plus_2.CEL"	"GSM647614_W_JUL22_6_06XZE_HG_U133_Plus_2.CEL"	"GSM647615_W_JUL22_7_06XZD_HG_U133_Plus_2.CEL"	"GSM647616_W_JUL22_8_06XZC_HG_U133_Plus_2.CEL"	"GSM647617_W_JUL22_9_06XZB_HG_U133_Plus_2.CEL"	"GSM647618_W_JUL7_10_06XVW_HG_U133_Plus_2.CEL"	"GSM647619_W_JUL7_11_06XVV_HG_U133_Plus_2.CEL"	"GSM647620_W_JUL7_12_06XVU_HG_U133_Plus_2.CEL"	"GSM647621_W_JUL7_1_06XW5_HG_U133_Plus_2.CEL"	"GSM647622_W_JUL7_2_06XW4_HG_U133_Plus_2.CEL"	"GSM647623_W_JUL7_3_06XW3_HG_U133_Plus_2.CEL"	"GSM647624_W_JUL7_4_06XW2_HG_U133_Plus_2.CEL"	"GSM647625_W_JUL7_5_06XW1_HG_U133_Plus_2.CEL"	"GSM647626_W_JUL7_6_06XW0_HG_U133_Plus_2.CEL"	"GSM647627_W_JUL7_7_06XVZ_HG_U133_Plus_2.CEL"	"GSM647628_W_JUL7_8_06XVY_HG_U133_Plus_2.CEL"	"GSM647629_W_JUL7_9_06XVX_HG_U133_Plus_2.CEL"	"GSM647551_05_0025.CEL"	"GSM647552_05_0028.CEL"	"GSM647553_06_0008.CEL"	"GSM647554_06_0011.CEL"	"GSM647555_06_0012.CEL"	"GSM647556_06_0013.CEL"	"GSM647557_07_0007.CEL"	"GSM647558_10_0026.CEL"	"GSM647559_10_0038.CEL"	"GSM647560_11_0037.CEL"	"GSM647561_11_0057.CEL"	"GSM647562_11_0070.CEL"	"GSM647563_11_0075.CEL"	"GSM647564_11_0084.CEL"	"GSM647565_11_0086.CEL"	"GSM647566_11_0087.CEL"	"GSM647567_11_0090.CEL"	"GSM647568_11_0096.CEL"	"GSM647569_11_0109_A1.CEL"	"GSM647570_12_0001.CEL"	"GSM647571_13_0004.CEL"	"GSM647572_13_0005.CEL"	"GSM647573_13_0006.CEL"	"GSM647574_14_0004.CEL"	"GSM647575_14_0006.CEL"	"GSM647576_15_0021.CEL"	"GSM647577_15_0023.CEL"	"GSM647578_15_0025.CEL"	"GSM647579_17_0003.CEL"	"GSM647580_18_0004.CEL"	"GSM647581_19_0006.CEL"	"GSM647582_19_0007.CEL"	"GSM647583_19_0008.CEL"	"GSM647584_19_0009.CEL"	"GSM647585_20_0002.CEL"	"GSM647586_20_0006.CEL"	"GSM647587_20_0007.CEL"	"GSM647588_20_002.CEL"	"GSM647589_22_0010.CEL"	"GSM647590_22_0013.CEL"	"GSM647527_01_0087.CEL"	"GSM647528_01_0089.CEL"	"GSM647529_01_0092.CEL"	"GSM647530_01_0093.CEL"	"GSM647531_01_0095.CEL"	"GSM647532_01_0099.CEL"	"GSM647533_01_0109.CEL"	"GSM647534_01_0112.CEL"	"GSM647535_01_0114.CEL"	"GSM647536_01_0115.CEL"	"GSM647537_01_0116.CEL"	"GSM647538_01_0117.CEL"	"GSM647539_01_0129.CEL"	"GSM647540_01_0133.CEL"	"GSM647541_01_0134.CEL"	"GSM647542_01_0138.CEL"	"GSM647543_01_0142.CEL"	"GSM647544_01_0146.CEL"	"GSM647545_03_0003.CEL"	"GSM647546_04_0002.CEL"	"GSM647547_04_0006.CEL"	"GSM647548_05_0019.CEL"	"GSM647549_05_0020.CEL"	"GSM647550_05_0023.CEL"
"RP11-359E8.5"	3.8396	3.888	4.1662	3.7807	4.0398	4.4258	3.7749	4.1311	4.0132	4.3028	4.1606	4.2285	4.776	3.8303	3.9952	3.882	4.463	4.1424	4.1124	4.0643	3.8118	4.1712	3.9248	3.7857	4.2819	4.4404	4.1782	4.181	4.2142	4.0496	3.8481	4.0726	4.2148	4.054	4.082	3.972	3.8773	4.232	3.8241	3.7858	4.5277	3.9439	4.0735	4.0488	3.8449	3.814	4.1985	4.6911	4.2721	3.9665	4.3316	4.7357	3.9352	4.2051	4.2321	4.0526	3.9907	4.6425	4.1682	3.946	4.0177	3.7964	4.5709	4.0848	4.038	4.1171	4.2158	4.8788	4.199	4.1896	4.31	4.3352	4.3318	4.3555	3.8878	4.0964	4.1975	4.5756	4.3078	4.1143	3.6118	3.7223	3.4196	3.5083	3.4986	3.6801	3.5107	3.7102	3.5847	3.8002	3.8264	3.6279	3.6905	3.6596	4.0974	3.9594	3.8787	3.6875	3.8174	3.6905	3.8665	3.8285	4.0663
"RP11-359K18.3"	2.9316	3.3697	3.0445	2.7672	2.976	3.0742	2.7719	2.9006	2.8741	3.1862	3.0623	3.0221	3.744	2.9549	2.7333	3.1487	3.0633	3.2579	3.1136	3.2288	3.0152	3.044	2.8995	2.7222	3.2484	2.9494	2.9318	2.9543	2.9197	3.0793	3.1172	2.8484	3.1153	2.7157	2.7955	3.0984	2.9179	3.0012	3.1355	2.775	3.0437	2.8311	3.1134	2.8159	2.9012	2.7425	3.0279	3.0975	3.1546	2.8476	2.9976	3.0861	2.7393	2.8218	3.048	3.2127	2.9457	2.8782	2.9533	3.031	3.0946	2.8887	3.3667	2.8239	2.9791	2.8731	3.0012	3.1914	3.3175	2.9558	2.9046	3.0397	2.8579	2.8932	2.9564	2.8229	2.8705	3.4507	2.9025	3.056	3.3457	2.9142	2.7799	2.8411	2.5827	2.9484	2.9749	3.2398	2.714	2.9916	2.7661	2.9369	2.849	2.5633	2.5791	2.7566	2.6121	2.7862	2.9558	2.659	2.7929	2.655	2.794
"RP11-360A18.2"	4.0735	3.8285	3.9516	3.9749	3.9872	3.7813	3.643	3.7699	3.9352	4.0439	3.9979	3.9792	4.1094	3.9238	3.8581	3.699	3.7493	4.1245	3.7522	3.9663	3.7125	4.0499	3.8648	3.8856	4.1319	4.132	3.9479	4.2072	3.9487	3.7846	3.7206	4.112	4.2446	3.8565	3.9196	3.8666	3.9988	3.8555	3.959	3.9961	3.9141	3.673	4.0229	3.9035	3.4427	3.9339	4.0073	3.9594	4.122	4.0428	4.0134	3.8463	3.891	3.9486	3.7759	3.6731	4.0001	3.8245	3.9279	3.8802	3.8663	3.7892	3.9661	4.192	4.0977	3.9117	3.9349	4.1528	4.7538	3.8822	4.112	3.8331	4.1479	3.8144	4.2558	3.9319	3.6245	3.7711	4.1106	4.3699	4.1525	3.7515	4.3819	3.8431	3.821	4.1446	4.0751	4.2117	3.8543	4.2428	4.0494	3.9238	3.9996	4.0601	4.0759	3.941	3.8244	4.3308	4.0726	3.9667	3.995	4.019	4.1257
"RP11-360K13.1"	3.4016	3.5461	3.3581	3.4257	3.3971	3.3143	3.509	3.636	3.5793	3.8987	3.7003	3.763	4.0352	3.4761	3.4264	3.4845	3.5689	3.6739	3.593	3.513	3.5259	4.1134	3.5998	3.5171	3.3845	3.3878	3.2845	3.4698	3.4257	3.6753	3.5621	3.6976	3.6557	3.625	3.9243	3.7149	3.4707	3.9491	3.4135	3.2225	3.4864	3.2952	3.3662	3.3577	3.6981	3.3173	3.4317	3.3577	3.7847	3.2413	3.1813	3.4342	3.5386	3.2773	3.0879	3.2313	3.2476	3.2248	3.446	3.2406	3.3812	3.0249	3.4631	3.4354	3.1741	3.2923	3.5457	3.8267	3.6414	3.2749	3.4789	3.8232	3.3419	3.2461	3.3387	3.3765	3.3719	3.4315	3.3593	3.2005	3.6555	3.3774	3.5477	3.0636	3.4513	3.0693	3.3334	3.5397	3.21	3.4069	3.5626	3.2372	3.4817	3.401	3.8065	3.1817	3.4942	3.8896	3.5649	3.3067	3.7376	3.4069	3.6487
"RP11-362K14.6"	2.9967	2.8389	2.6813	3.1829	2.9142	3.0344	3.1187	3.1298	3.2678	2.6934	3.0344	2.7493	2.8462	2.9749	3.2424	3.4779	3.8975	3.4631	2.9128	3.0122	3.0344	3.1624	3.4916	2.8675	2.9631	2.8876	3.0721	2.7493	2.5922	3.0561	3.6035	3.1605	2.8995	3.5787	2.953	2.6373	2.9245	3.5231	2.9192	2.9161	2.5158	3.24	2.7142	2.9218	2.8248	2.9465	3.1839	3.4536	3.1995	3.2235	3.3388	3.2293	3.4327	3.4477	3.1403	2.8534	3.2419	2.8278	3.4611	3.1764	3.3467	3.9448	3.0264	3.4109	3.0269	2.8471	2.7236	2.9127	2.696	3.6544	2.685	2.5563	2.9134	2.6235	2.9914	3.2655	3.2134	3.9613	3.3593	2.8444	3.2625	3.5038	3.3189	2.8309	3.0024	2.9943	2.6104	2.8012	3.3763	2.9044	3.1256	3.7144	2.5657	2.9985	2.7779	2.8837	3.005	3.1664	3.1106	3.0104	5.089	2.8974	2.6976
"RP11-362K14.7"	3.6509	3.3229	4.3145	3.4725	3.7362	3.2437	4.1159	3.3243	3.2515	3.5816	3.6152	2.9609	3.4109	3.115	3.4031	3.206	2.8578	3.2063	2.9044	3.2135	3.3576	2.951	3.2827	3.2433	2.8094	2.9684	3.1002	3.1917	3.5058	3.2764	3.1876	3.3399	3.1343	3.4986	3.3403	2.9388	3.1712	3.4851	3.3674	3.6842	3.1141	2.84	3.1138	3.1167	2.9873	3.197	3.1416	3.1295	2.8794	3.2466	3.34	3.0968	2.954	3.061	2.9357	3.4554	3.2981	3.1468	3.0903	2.8829	2.9992	3.32	3.1296	2.9688	3.1781	3.1124	3.0091	3.0584	3.0763	2.9286	2.9924	2.9258	3.0159	3.0065	3.5427	3.3267	3.1063	3.6396	3.3979	2.9109	2.9607	2.9818	2.9664	2.9158	2.8477	2.6841	2.6852	3.0223	2.8523	2.9913	2.8528	3.0181	2.8773	3.0387	2.9125	2.9973	2.8556	3.3339	2.7758	3.1515	3.2857	3.2347	3.1899
"RP11-363E7.4"	4.3403	3.8717	3.657	3.8485	3.3854	3.9839	4.4585	3.2859	3.7542	3.7514	3.2126	3.4176	3.273	4.2482	4.272	4.0254	3.8212	4.3815	3.6953	3.4825	3.611	3.3403	3.4832	3.567	3.6972	3.4846	3.3393	3.7043	3.6102	3.2669	3.6603	3.4741	3.6594	4.4167	3.8429	3.5966	3.6552	3.2244	3.7416	3.0571	3.6643	3.9898	3.3476	3.4979	3.7398	3.2887	3.4534	3.7207	3.4305	3.2411	3.7832	3.4938	3.3634	3.9753	3.4163	3.7707	3.3311	3.1211	3.2166	3.5892	3.731	3.4917	3.8623	3.6278	3.0201	3.0555	2.9913	3.098	3.7087	3.5292	3.0776	3.18	3.1407	3.9356	3.3516	3.2358	3.4765	4.187	4.0528	3.5866	3.7737	4.4033	4.5553	4.3306	3.8525	4.1464	3.7147	3.8223	4.0607	4.5866	3.6464	3.7618	3.0687	3.5148	3.6712	3.8826	3.7624	3.2696	3.2904	3.675	4.5326	3.5663	3.7339
"RP11-365H22.2"	3.0452	2.8745	2.8965	3.2245	3.1164	2.9017	3.2359	3.076	3.1383	3.1093	3.029	3.274	3.1689	3.2007	3.2833	3.4882	3.6337	3.4745	3.003	3.0563	3.0398	3.1015	2.8709	3.2112	3.1951	3.1015	3.1527	3.046	2.9117	2.9402	2.988	3.2895	2.9553	3.553	3.1749	3.1789	3.1372	3.1184	3.157	3.0798	3.1009	3.3668	3.0472	3.1788	3.4579	3.1183	2.9462	3.3572	3.3246	3.0713	3.1767	3.086	3.0982	3.298	3.2014	3.2257	3.0096	3.4184	3.2738	3.0716	3.3245	3.2957	3.6141	3.1055	3.4763	2.9496	3.1938	3.3071	3.1152	3.2782	3.1328	3.2258	3.1624	3.2905	3.0837	2.9753	3.1732	4.4976	3.4513	3.3021	2.8831	3.362	3.1257	3.1139	3.2387	3.0436	2.9812	3.1017	3.3105	3.0683	3.0188	3.2538	2.9736	2.9771	3.1001	2.9943	3.4109	3.2605	3.0418	3.1973	3.5165	3.1098	2.8524
"RP11-366L5.1"	2.7783	2.8548	2.8954	2.8123	2.696	2.8877	2.6473	3.0236	2.9543	2.7624	2.9606	3.0688	3.2182	2.8261	2.7648	2.9166	2.688	2.9359	3.2186	3.0479	2.7986	2.929	2.8086	2.8404	3.0515	2.8954	2.9257	2.9052	2.8954	2.8026	3.0222	2.9266	2.9256	2.7567	2.7317	3.1025	2.7286	3.4103	2.9875	2.8963	2.8959	3.0289	2.7506	2.9016	2.896	2.9385	2.6896	2.8882	3.2795	2.7327	2.5398	2.8668	3.0652	2.6842	2.7332	2.737	2.9136	3.0103	2.8522	3.2918	3.1214	2.9423	3.0362	2.7695	2.8046	2.7366	2.9094	2.9209	3.166	2.8993	2.7297	2.8294	2.8046	2.7901	2.9067	3.0013	2.8147	3.5398	2.6062	2.6438	2.5847	2.5664	2.7233	3.0417	2.4679	2.5045	2.7092	2.7375	2.7576	2.6415	2.6093	2.632	2.7484	2.7068	2.6701	2.6424	2.6168	2.913	2.9122	2.8861	2.8724	2.4526	3.185
"RP11-369C8.1"	3.6963	3.743	3.7565	3.5656	3.6521	3.7686	3.625	3.7978	4.0706	4.4935	3.7498	4.5516	4.5486	3.7715	3.6293	3.8111	3.7385	4.2716	3.9678	4.0439	4.1987	4.0466	3.8007	3.7036	3.9049	4.0432	4.1012	3.8744	3.5677	3.9003	3.8753	3.8628	4.0297	3.62	3.9608	4.482	3.9619	4.063	4.1894	3.7864	4.5804	4.1254	3.9847	4.1832	4.2435	3.6132	3.9615	3.6332	4.0325	3.7582	3.7742	3.7306	4.0845	3.5869	3.7486	3.6826	4.0309	4.5058	3.9462	4.2513	4.1619	3.8869	4.5491	3.8837	4.1959	4.9095	4.0497	4.5105	4.8036	3.7259	3.864	4.8736	3.9601	4.2006	3.8036	3.8421	3.7543	5.0673	3.6444	3.3433	3.7369	3.3622	3.234	3.2802	3.0899	4.1408	3.9465	4.2081	3.7618	3.9063	3.4359	3.706	4.738	3.6449	3.6426	3.5894	3.4598	3.322	3.681	3.6125	3.6632	3.4653	3.802
"RP11-36B6.1"	5.7727	5.5421	6.9282	5.1462	5.7791	5.0891	4.739	5.8691	4.3162	6.6647	6.6701	5.051	5.2663	4.6413	4.4192	4.4985	4.3622	4.7056	6.2655	4.9564	4.8211	4.9475	5.422	5.0163	4.9942	4.8486	5.2955	5.0115	6.3701	5.0786	4.4679	4.9291	4.9218	4.4046	4.8729	4.7797	5.6901	4.8796	6.0934	7.0742	7.1682	5.6468	6.5475	5.5386	5.6173	5.7929	5.7404	5.6375	6.5458	6.1415	5.4876	5.7987	5.4107	5.5572	5.5672	5.8518	5.5665	6.2114	5.891	5.3958	4.8318	5.3185	5.3902	4.9923	5.6788	5.5686	5.2351	6.1384	5.7191	5.6742	6.0141	5.7465	7.3442	5.8531	7.1619	5.6011	5.631	4.918	5.4386	6.3546	6.2556	4.6602	4.9044	5.639	4.751	4.751	5.3146	5.4315	4.5285	5.0059	5.1087	4.8545	6.5235	6.5733	5.2055	5.5488	4.806	5.8901	5.5509	5.0081	4.8918	5.3273	5.8555
"RP11-373D23.2"	9.3473	8.6382	8.5717	8.4846	9.5426	9.3235	8.7816	8.8578	7.8243	8.8808	9.1507	7.4372	7.7973	8.2259	8.1056	6.453	8.1245	4.7037	8.8915	8.0644	8.3712	7.9758	8.1168	8.15	7.7509	6.3866	6.6979	8.2621	9.2873	9.112	7.306	6.1976	7.3167	6.2036	5.9497	7.198	9.4516	8.3834	7.7998	8.1533	7.2767	4.5903	8.5459	8.7834	8.2163	7.3902	7.169	9.0285	6.9887	8.1128	8.4822	8.766	7.4262	7.9578	7.6882	7.8764	7.4143	6.1765	7.6347	7.3435	6.9346	6.3132	3.3175	5.7291	7.5118	4.9005	8.6904	7.2348	6.563	8.3906	7.8816	5.5311	9.4815	7.3563	8.9039	9.3011	8.8112	4.5514	6.0815	8.6506	8.6772	6.6164	7.6329	7.4488	6.7649	5.4496	7.7324	8.5426	7.2749	5.5366	5.9666	7.5132	7.0274	7.6448	8.1119	7.6459	8.4286	7.2394	6.2195	6.39	5.926	7.0104	7.8748
"RP11-375I20.6"	4.9478	4.9054	4.9676	4.6409	4.766	4.7415	4.9954	4.9676	5.1707	5.1842	5.093	4.9464	5.3541	4.709	5.0988	4.7726	4.9774	4.8476	5.0599	4.8083	4.8079	4.8905	4.6956	4.9065	5.2555	5.1682	5.0834	5.0476	5.1588	4.8874	4.5949	4.9676	5.2501	4.6709	5.3298	4.9355	5.0933	5.0998	5.1985	5.049	4.6976	4.5741	4.6765	4.7689	4.6212	4.6348	4.6397	4.4737	5.3515	4.763	4.6521	4.7367	5.0168	4.4621	4.7579	4.6007	4.8037	4.9495	4.5959	5.1823	4.6034	4.5948	5.0932	4.5242	4.9915	4.8597	5.0229	5.2888	4.9598	4.6596	5.0073	5.3318	5.0713	4.9541	4.5674	5.0052	4.7049	5.0895	4.6276	4.6984	4.9507	4.6445	4.5536	4.5386	4.4362	4.7753	4.8922	4.8008	4.6713	4.8032	4.6839	4.8128	4.8975	4.9588	4.3976	4.6799	4.6867	4.8348	5.0321	4.7991	4.7461	4.8319	4.7142
"RP11-378A13.1"	7.0225	7.4477	6.8659	7.6492	8.1501	7.4651	7.4751	7.4851	7.0823	6.7582	7.6695	7.0276	6.0523	7.6268	7.8112	7.169	7.7279	7.9596	7.6666	7.4096	6.7881	6.4692	7.6897	6.7237	7.1385	6.9914	6.7959	7.0519	7.2432	7.9705	6.8781	6.7155	6.9591	7.2048	7.5512	6.9241	7.5298	6.7174	7.0125	8.3258	6.39	7.7196	7.339	5.7553	6.6852	7.4547	7.4094	7.1532	6.4666	7.095	7.7529	7.654	7.0876	7.8173	7.7644	7.4668	7.1396	6.3982	7.727	5.4266	7.2482	7.4587	6.7115	6.9548	6.6146	5.6903	6.9279	7.1681	5.9015	7.7443	6.1058	5.5498	7.0899	6.4874	7.6362	6.6685	8.0244	7.2421	7.2095	7.2431	7.1958	7.5722	8.2147	7.4583	7.1566	7.6953	7.7022	7.5823	7.0479	7.4323	7.3492	7.398	6.7509	7.3046	6.6941	6.8063	7.1955	7.3631	6.3177	6.625	6.3172	6.8464	7.8337
"RP11-378J18.8"	3.4423	3.2369	3.4421	3.6924	3.3374	3.2457	3.3708	3.47	3.3767	3.5871	3.4277	3.502	3.1868	3.3336	3.3978	3.8337	3.6395	3.9686	3.3547	3.2238	3.3619	3.4465	3.5016	3.2827	3.0905	3.5328	3.3161	3.0766	3.1603	3.1311	2.9497	3.3708	2.8961	3.47	3.2777	3.2807	3.4129	3.4868	3.7591	3.6221	3.8479	3.8546	3.5821	3.8139	3.6754	3.8706	3.3412	3.5518	3.6173	3.789	4.0868	3.3829	3.6546	3.8281	3.724	3.7819	3.7595	3.5234	3.6353	3.6043	3.6452	3.8253	3.9798	3.6746	3.4452	3.8623	3.4508	3.66	3.5892	3.5409	3.636	3.9857	3.8343	3.7942	3.5614	3.785	3.4584	4.018	3.4807	3.4439	3.062	3.6231	3.7586	3.4234	3.6975	3.3604	3.1542	3.2521	3.4606	3.381	3.3373	3.6661	3.4911	3.2886	3.1986	3.2362	3.4549	3.4213	3.1203	3.6488	3.8181	3.4735	3.8683
"RP11-379F4.6"	5.287	4.9355	5.0631	4.9722	5.1061	4.9926	5.204	5.1358	4.5677	4.6662	5.0096	4.5909	4.3152	4.9907	4.9525	4.7701	4.5503	4.4376	4.9222	4.9268	4.9564	4.8688	4.8666	4.6114	5.1667	4.6313	4.9069	4.5311	5.0496	4.9475	4.4279	4.8092	4.6837	4.7488	4.9018	4.5325	4.8989	4.5579	4.7017	4.9872	4.5407	4.3361	4.9671	4.5573	4.9647	4.4551	4.3664	4.6498	4.6298	5.2624	4.6966	4.647	4.4608	4.5184	4.4559	4.8319	4.5268	4.3604	4.4954	4.2935	4.3342	4.3572	4.005	4.339	4.157	4.0754	4.5673	4.3622	4.1335	4.4938	4.3246	4.2022	4.536	4.7373	5.0908	4.8288	4.622	4.2523	4.5928	4.0154	4.1202	4.4012	4.308	4.1658	4.0952	3.9452	4.3674	4.0392	4.1801	3.9748	4.1629	3.8366	3.7524	3.6642	4.1172	3.8923	3.9272	4.0721	3.8378	3.9334	3.4052	3.6303	3.5756
"RP11-379H18.1"	4.2067	3.9969	3.7871	4.7379	3.8724	4.5403	4.277	4.4451	4.1045	3.2609	3.5848	3.4031	3.4466	4.2137	4.7098	4.3397	5.066	4.1071	3.5888	3.7717	3.6919	4.0534	4.4098	4.5182	4.4483	4.2203	3.6601	3.5568	3.9853	3.4876	4.8857	4.0171	3.5905	4.5022	3.8774	3.6177	3.9375	4.4614	3.9628	3.5639	3.429	3.9728	3.8389	4.1832	4.0989	4.21	3.6427	3.7928	4.4524	4.0826	3.815	4.2489	3.7494	4.552	3.9636	4.0081	4.2198	3.4705	4.244	4.2686	3.6859	5.432	4.1743	4.5181	3.5754	3.5862	3.8607	3.8799	3.7338	4.7854	3.8655	3.8651	4.1481	3.7576	3.9205	4.137	4.1569	5.2702	3.9829	4.7353	4.3572	4.9826	4.7802	5.1329	4.7922	5.2487	3.9255	4.222	4.911	4.45	4.8405	5.0933	3.9231	4.1004	4.2701	4.6751	4.5482	5.0547	5.0435	5.6434	5.2224	4.5842	4.4486
"RP11-37C7.3"	3.89	3.8719	3.5781	3.9983	3.669	3.7042	4.4079	3.7115	3.6365	4.212	3.8103	3.6521	4.1586	4.0236	3.868	4.0037	4.3135	4.4226	3.7862	3.7332	4.005	4.0729	4.3678	3.8953	3.8829	4.0276	3.546	3.7228	3.8719	3.8213	4.182	3.8206	3.8085	3.809	4.0347	3.5211	3.4437	3.5945	4.0101	4.4318	3.7377	3.7491	3.8814	3.9676	3.5716	4.0886	4.0573	3.816	3.8978	3.9349	3.9952	3.9106	3.6636	3.7539	4.081	4.0912	3.6449	3.8434	3.9685	4.0748	3.9488	4.3097	3.8887	3.8306	4.2319	3.5081	3.2713	3.7975	4.133	4.4709	3.6468	3.8193	3.8574	4.0026	3.7519	3.9296	3.8511	3.8971	3.4394	3.8866	3.8937	4.2337	3.4287	3.6185	3.7297	3.5952	3.8654	3.5323	3.5348	3.728	3.8431	4.0971	3.3779	3.8527	3.5432	3.3021	3.2695	3.5174	3.6056	3.4143	4.5717	4.0143	3.9413
"RP11-381P6.1"	4.085	4.5405	3.9677	4.6055	4.0999	3.9628	3.6838	4.2623	4.2047	4.981	4.1631	4.2499	4.2611	4.3489	4.2844	4.431	4.3539	3.8318	4.2844	3.9832	4.2844	4.137	4.5671	4.2126	4.1786	4.7869	4.339	4.1795	4.4282	4.6863	4.1804	4.6047	4.6916	4.2829	4.3755	5.1836	4.2863	3.7949	4.1896	4.2869	4.5212	3.978	4.3287	3.7915	3.8049	3.925	4.2197	4.0532	4.3896	3.986	4.0784	4.0504	4.4363	4.5457	3.7889	4.5994	4.1906	4.5422	4.1424	4.4959	4.4016	3.8081	4.1906	4.2246	5.0365	4.1187	4.4002	4.1268	4.1649	4.0569	4.5049	4.1912	4.1454	4.4584	3.9622	3.8493	4.0305	4.2895	4.4473	3.9265	3.4815	4.1616	4.5456	4.0506	3.8588	4.3655	4.4986	3.7882	3.9566	4.0028	4.6298	4.0075	4.0136	3.8394	4.1724	4.1899	3.6844	3.8158	4.3263	3.8958	3.5216	3.4198	4.0643
"RP11-384L8.1"	3.9574	4.3891	4.3273	3.9201	3.8695	4.3159	3.718	4.2953	4.6434	5.1244	4.2867	4.6081	4.7206	4.3862	4.0402	4.3852	4.5084	4.3122	4.5595	4.3741	4.0306	3.9771	4.0741	4.2896	4.6062	4.5505	4.7521	4.5657	4.2387	4.4373	4.4522	4.3851	4.3908	4.0735	4.3517	4.9186	4.2855	4.4934	4.2915	4.4333	4.5166	4.59	4.3667	4.3684	4.3565	4.0766	4.3567	4.2666	4.4573	4.383	4.021	4.2157	4.7639	4.3067	4.4157	4.329	4.5147	4.6278	4.1869	4.4976	4.2921	3.475	4.3511	4.3963	4.5098	4.5996	4.4152	4.7872	5.1504	4.2239	4.4717	4.9906	4.1489	4.644	4.1788	4.1722	3.9762	4.457	4.0636	3.9954	3.8425	3.8893	3.734	3.8903	3.6409	4.1059	4.5967	4.2591	4.1682	4.0609	4.2101	4.1185	4.4509	4.4495	4.1398	4.3891	4.1244	3.9638	4.5051	4.0138	4.4008	3.8801	4.3339
"RP11-384P7.7"	3.3473	3.4062	3.2188	3.212	3.3457	3.4253	3.4265	3.436	3.4515	3.9881	3.3429	3.9546	3.7049	3.3373	3.2115	3.3987	3.2575	3.5088	3.2615	3.2742	3.199	3.1401	3.4062	3.3417	3.4062	3.4631	3.3486	3.4377	3.2602	3.2358	3.6612	3.6748	3.7903	3.4102	3.7508	3.4932	3.3779	3.4255	3.5704	3.1324	3.4719	3.2718	3.4757	3.4217	3.2829	3.4263	3.5302	3.625	3.7158	3.4145	3.582	3.2554	3.4879	3.4936	3.8457	3.4783	3.4434	3.5114	3.4805	3.6064	3.116	3.2809	3.823	3.355	3.2617	3.7928	3.4252	4.1983	4.0635	3.1684	3.9376	3.6735	3.2493	3.8095	3.7708	3.1504	3.323	3.5011	3.888	3.5039	3.4133	3.1404	3.034	3.4086	3.2517	3.362	3.3806	3.5315	3.2501	3.7324	3.6951	3.5188	3.3935	3.551	3.3875	3.3484	3.4291	3.853	3.3198	3.352	3.3693	3.0068	2.9628
"RP11-385F5.4"	5.2422	5.5517	5.1422	5.4045	5.4086	5.473	5.4772	5.4176	5.5917	6.1244	5.2467	6.0548	6.0929	5.4976	5.3285	5.7937	5.2309	6.3463	5.3392	5.593	5.4337	5.5618	5.305	5.5473	5.8089	5.6369	5.6375	5.5618	5.4183	5.6222	5.7971	5.7853	5.4996	5.4754	5.8598	5.9971	5.4526	5.3102	5.9119	5.711	6.1698	5.686	5.5532	5.7974	5.74	5.0229	5.4168	5.2534	6.1578	5.4198	5.5187	5.3822	5.8138	5.5982	6.1585	5.5556	5.9121	5.6722	5.1798	6.0641	6.0826	5.7422	5.7762	5.539	5.4894	5.7635	5.7646	6.0805	5.8838	5.395	5.7743	6.1229	5.441	5.5442	5.6807	5.2788	5.5162	6.5448	5.6919	4.8348	4.9907	4.9318	4.9627	4.9267	5.3457	5.4385	5.5433	5.2611	5.0524	5.9328	5.8115	5.5342	5.6848	5.2177	5.1511	5.4678	5.1613	4.8038	5.4447	5.205	4.989	5.3164	5.5767
